,class,time,atribute1,atribute2,atribute3,atribute4,atribute5,atribute6,atribute7,atribute8
17,4,0.30208333333333326,0.41255546854607156,0.4871794871794872,0.17132039753904402,0.24719101123595505,0.6380688733503567,0.4395604395604396,0.7080745341614907,0.7128205128205128
18,4,0.30208333333333326,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.1797752808988764,0.6376870391141445,0.4395604395604396,0.7763975155279502,0.7743589743589744
19,1,0.1875,0.41320803967632475,0.641025641025641,0.17132039753904402,0.2528089887640449,0.6381166026298832,0.6813186813186813,0.7360248447204969,0.6820512820512821
20,1,0.10416666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.07303370786516852,0.6387609479034914,0.6483516483516484,0.8975155279503104,0.8256410256410257
21,1,0.10416666666666663,0.41255546854607156,0.641025641025641,0.16848083293894936,0.1797752808988764,0.6381166026298832,0.7802197802197803,0.8167701863354037,0.7282051282051283
22,1,0.10416666666666663,0.4115113547376664,0.47435897435897434,0.17132039753904402,0.18539325842696627,0.6381166026298832,0.6373626373626374,0.7701863354037266,0.717948717948718
23,1,0.23958333333333326,0.41320803967632475,0.7051282051282051,0.1699006152389967,0.2696629213483146,0.6381166026298832,0.6923076923076923,0.7360248447204969,0.6820512820512821
24,1,0.16666666666666663,0.41229444009397026,0.46153846153846156,0.17132039753904402,0.2528089887640449,0.6384745722263322,0.5494505494505495,0.6925465838509316,0.676923076923077
25,1,0.15625,0.4124249543200209,0.5769230769230769,0.1689540937056318,0.24719101123595505,0.6381166026298832,0.6813186813186813,0.7298136645962732,0.676923076923077
26,4,0.29166666666666663,0.41255546854607156,0.7307692307692308,0.17132039753904402,0.2584269662921348,0.6380688733503567,0.6593406593406594,0.7515527950310559,0.6974358974358975
27,1,0.10416666666666663,0.41255546854607156,0.46153846153846156,0.17132039753904402,0.20224719101123595,0.6385938954251484,0.6263736263736264,0.748447204968944,0.7076923076923077
28,1,0.10416666666666663,0.41255546854607156,0.46153846153846156,0.17510648367250356,0.2134831460674157,0.6381166026298832,0.6373626373626374,0.732919254658385,0.6923076923076923
29,1,0.1875,0.41255546854607156,0.8461538461538463,0.17132039753904402,0.2584269662921348,0.6383313843877526,0.8681318681318682,0.7795031055900621,0.676923076923077
30,1,0.10416666666666663,0.41255546854607156,0.5256410256410255,0.17132039753904402,0.23595505617977525,0.6385223015058586,0.6813186813186813,0.7267080745341614,0.676923076923077
31,1,0.22916666666666663,0.4130775254502741,0.5512820512820513,0.17132039753904402,0.2584269662921348,0.6381166026298832,0.5714285714285714,0.7080745341614907,0.6820512820512821
32,1,0.23958333333333326,0.41255546854607156,0.6153846153846154,0.17179365830572646,0.2696629213483146,0.6381166026298832,0.6153846153846154,0.7142857142857142,0.676923076923077
33,1,0.15625,0.41281649699817285,0.47435897435897434,0.17132039753904402,0.24719101123595505,0.6381166026298832,0.5934065934065935,0.7049689440993788,0.676923076923077
34,1,0.22916666666666663,0.41255546854607156,0.4871794871794872,0.17132039753904402,0.2696629213483146,0.6383791136672792,0.5164835164835165,0.6832298136645962,0.676923076923077
35,4,0.29166666666666663,0.41255546854607156,0.7051282051282051,0.17132039753904402,0.2528089887640449,0.6378302269527241,0.6373626373626374,0.7515527950310559,0.7076923076923077
36,1,0.10416666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.2247191011235955,0.6378302269527241,0.6373626373626374,0.7267080745341614,0.6820512820512821
37,1,0.10416666666666663,0.4129470112242235,0.5256410256410255,0.17132039753904402,0.23033707865168537,0.6381166026298832,0.6813186813186813,0.7298136645962732,0.676923076923077
38,1,0.10416666666666663,0.41255546854607156,0.5641025641025641,0.17132039753904402,0.20224719101123595,0.6380450087105934,0.7142857142857144,0.7732919254658385,0.7025641025641026
39,1,0.27083333333333326,0.41255546854607156,0.5897435897435896,0.17132039753904402,0.28089887640449435,0.6381166026298832,0.5604395604395604,0.6925465838509316,0.676923076923077
40,1,0.17708333333333331,0.41255546854607156,0.5256410256410255,0.1699006152389967,0.2528089887640449,0.6385223015058586,0.6043956043956045,0.7080745341614907,0.676923076923077
41,1,0.19791666666666663,0.41255546854607156,0.5256410256410255,0.17463322290582112,0.2584269662921348,0.638188196549173,0.5824175824175825,0.6987577639751552,0.676923076923077
42,1,0.1875,0.412033411641869,0.5512820512820513,0.17132039753904402,0.2528089887640449,0.6377824976731975,0.6043956043956045,0.7142857142857142,0.6820512820512821
43,5,0.5416666666666666,0.41255546854607156,0.5641025641025641,0.17132039753904402,0.028089887640449424,0.6334391332362838,0.2417582417582418,0.9658385093167701,0.9743589743589745
44,5,0.5625,0.41255546854607156,0.5641025641025641,0.17132039753904402,0.07303370786516852,0.638737083263728,0.23076923076923078,0.9192546583850931,0.9384615384615385
45,1,0.29166666666666663,0.41190289741581837,0.6025641025641026,0.1722669190724089,0.28089887640449435,0.6381166026298832,0.5494505494505495,0.6956521739130435,0.676923076923077
46,1,0.1875,0.41255546854607156,0.6282051282051282,0.1699006152389967,0.2528089887640449,0.6381166026298832,0.6813186813186813,0.732919254658385,0.676923076923077
47,1,0.25,0.41255546854607156,0.5897435897435896,0.17132039753904402,0.2752808988764045,0.638641624704675,0.5824175824175825,0.6987577639751552,0.676923076923077
48,5,0.5520833333333333,0.41255546854607156,0.5641025641025641,0.17084713677236157,0.050561797752808973,0.6375438512755649,0.2417582417582418,0.9409937888198757,0.9538461538461539
49,1,0.27083333333333326,0.41255546854607156,0.6025641025641026,0.16848083293894936,0.2752808988764045,0.6379495501515404,0.5714285714285714,0.7018633540372671,0.6820512820512821
50,1,0.30208333333333326,0.41255546854607156,0.5897435897435896,0.17132039753904402,0.28651685393258425,0.6381643319094098,0.5274725274725276,0.686335403726708,0.676923076923077
51,1,0.22916666666666663,0.41255546854607156,0.6025641025641026,0.17132039753904402,0.2696629213483146,0.6381404672696465,0.6153846153846154,0.7111801242236024,0.676923076923077
52,4,0.29166666666666663,0.41255546854607156,0.7307692307692308,0.17368670137245623,0.2584269662921348,0.6376631744743813,0.6483516483516484,0.748447204968944,0.6974358974358975
53,1,0.30208333333333326,0.41255546854607156,0.7179487179487181,0.17132039753904402,0.28651685393258425,0.6383552490275158,0.6373626373626374,0.7142857142857142,0.676923076923077
54,1,0.10416666666666663,0.41255546854607156,0.7051282051282051,0.17132039753904402,0.1797752808988764,0.6375438512755649,0.8241758241758241,0.8322981366459626,0.7282051282051283
55,1,0.21875,0.41255546854607156,0.5897435897435896,0.16942735447231425,0.2584269662921348,0.6381166026298832,0.6263736263736264,0.717391304347826,0.6820512820512821
56,5,0.84375,0.4129470112242235,0.8846153846153846,0.17132039753904402,0.33146067415730335,0.638283655108226,0.2087912087912088,0.7049689440993788,0.7692307692307693
57,1,0.14583333333333331,0.41320803967632475,0.6794871794871795,0.17132039753904402,0.23595505617977525,0.6381166026298832,0.7802197802197803,0.7639751552795031,0.6820512820512821
58,5,0.6041666666666666,0.41255546854607156,0.6153846153846154,0.17463322290582112,0.1348314606741573,0.6381166026298832,0.23076923076923078,0.860248447204969,0.8871794871794872
59,4,0.29166666666666663,0.41255546854607156,0.4871794871794872,0.17179365830572646,0.20224719101123595,0.6381166026298832,0.4505494505494506,0.7546583850931676,0.7538461538461538
60,4,0.30208333333333326,0.4129470112242235,0.47435897435897434,0.17132039753904402,0.06179775280898875,0.6381166026298832,0.4285714285714286,0.9130434782608695,0.8871794871794872
61,1,0.30208333333333326,0.41255546854607156,0.5769230769230769,0.17132039753904402,0.28651685393258425,0.6384745722263322,0.5164835164835165,0.6801242236024845,0.676923076923077
62,5,0.5625,0.41255546854607156,0.5641025641025641,0.17132039753904402,0.07303370786516852,0.6377109037539078,0.2417582417582418,0.9192546583850931,0.9384615384615385
63,1,0.27083333333333326,0.41255546854607156,0.6153846153846154,0.17132039753904402,0.2752808988764045,0.6380211440708302,0.5824175824175825,0.7080745341614907,0.6820512820512821
64,1,0.10416666666666663,0.41255546854607156,0.4871794871794872,0.17132039753904402,0.11235955056179774,0.6379972794310669,0.6593406593406594,0.860248447204969,0.7897435897435898
65,1,0.14583333333333331,0.41320803967632475,0.5128205128205128,0.17132039753904402,0.24719101123595505,0.638283655108226,0.6263736263736264,0.7142857142857142,0.676923076923077
66,1,0.1875,0.41281649699817285,0.8717948717948718,0.17132039753904402,0.2528089887640449,0.6381166026298832,0.8901098901098903,0.7919254658385093,0.6820512820512821
67,1,0.21875,0.41281649699817285,0.6282051282051282,0.17132039753904402,0.2584269662921348,0.6381166026298832,0.6483516483516484,0.7236024844720497,0.6820512820512821
68,4,0.30208333333333326,0.41255546854607156,0.7051282051282051,0.17132039753904402,0.2696629213483146,0.6374961219960384,0.6263736263736264,0.7360248447204969,0.6923076923076923
69,4,0.29166666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.15168539325842695,0.6376870391141445,0.4395604395604396,0.81055900621118,0.8
70,1,0.22916666666666663,0.41255546854607156,0.5769230769230769,0.17132039753904402,0.2584269662921348,0.6379972794310669,0.5934065934065935,0.7142857142857142,0.6820512820512821
71,1,0.17708333333333331,0.41255546854607156,0.46153846153846156,0.1722669190724089,0.24719101123595505,0.6374245280767487,0.5494505494505495,0.6987577639751552,0.6820512820512821
72,1,0.22916666666666663,0.41255546854607156,0.7051282051282051,0.1732134406057738,0.2696629213483146,0.6381166026298832,0.7032967032967035,0.7360248447204969,0.676923076923077
73,1,0.25,0.41255546854607156,0.6153846153846154,0.17132039753904402,0.2752808988764045,0.6383075197479894,0.5934065934065935,0.7049689440993788,0.676923076923077
74,4,0.30208333333333326,0.41255546854607156,0.7307692307692308,0.17132039753904402,0.2528089887640449,0.6382597904684628,0.6483516483516484,0.7577639751552794,0.7076923076923077
75,1,0.22916666666666663,0.4129470112242235,0.7051282051282051,0.17132039753904402,0.2584269662921348,0.6379018208720139,0.7142857142857144,0.7453416149068323,0.6820512820512821
76,1,0.13541666666666663,0.41255546854607156,0.5641025641025641,0.17415996213913867,0.23595505617977525,0.6381166026298832,0.6813186813186813,0.732919254658385,0.6820512820512821
77,1,0.33333333333333326,0.41255546854607156,0.5897435897435896,0.17037387600567913,0.297752808988764,0.638546166145622,0.4945054945054945,0.6739130434782609,0.676923076923077
78,1,0.10416666666666663,0.41255546854607156,0.8717948717948718,0.17841930903928066,0.20224719101123595,0.63809273799012,0.9780219780219781,0.8478260869565217,0.7076923076923077
79,1,0.10416666666666663,0.41255546854607156,0.8205128205128205,0.17132039753904402,0.20786516853932582,0.6381404672696465,0.9230769230769231,0.826086956521739,0.6974358974358975
80,1,0.29166666666666663,0.4126859827721222,0.5512820512820513,0.17132039753904402,0.28089887640449435,0.6381166026298832,0.5054945054945055,0.6832298136645962,0.676923076923077
81,1,0.16666666666666663,0.41255546854607156,0.7307692307692308,0.17132039753904402,0.24719101123595505,0.6379018208720139,0.7802197802197803,0.7639751552795031,0.6820512820512821
82,1,0.1875,0.4124249543200209,0.5512820512820513,0.17132039753904402,0.2528089887640449,0.6381166026298832,0.6153846153846154,0.7142857142857142,0.676923076923077
83,1,0.10416666666666663,0.41255546854607156,0.46153846153846156,0.16800757217226692,0.18539325842696627,0.6379734147913037,0.6263736263736264,0.7639751552795031,0.717948717948718
84,1,0.11458333333333331,0.41255546854607156,0.5256410256410255,0.17132039753904402,0.23033707865168537,0.6374006634369853,0.6703296703296704,0.732919254658385,0.6820512820512821
85,1,0.10416666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.2134831460674157,0.6379018208720139,0.6373626373626374,0.7360248447204969,0.6923076923076923
86,1,0.10416666666666663,0.41255546854607156,0.7948717948717949,0.17132039753904402,0.23033707865168537,0.6381166026298832,0.9010989010989012,0.7981366459627328,0.6820512820512821
87,1,0.26041666666666663,0.41320803967632475,0.4871794871794872,0.17084713677236157,0.2752808988764045,0.6381166026298832,0.4835164835164836,0.6739130434782609,0.676923076923077
88,1,0.16666666666666663,0.41255546854607156,0.6153846153846154,0.17132039753904402,0.24719101123595505,0.6378540915924873,0.6923076923076923,0.7391304347826086,0.6820512820512821
89,1,0.15625,0.41255546854607156,0.5897435897435896,0.17179365830572646,0.24719101123595505,0.6381166026298832,0.6923076923076923,0.732919254658385,0.676923076923077
90,1,0.27083333333333326,0.41255546854607156,0.5,0.17132039753904402,0.2752808988764045,0.6374961219960384,0.4835164835164836,0.6770186335403726,0.6820512820512821
91,1,0.10416666666666663,0.41255546854607156,0.4358974358974359,0.16800757217226692,0.20786516853932582,0.6381166026298832,0.6043956043956045,0.7360248447204969,0.6974358974358975
92,4,0.29166666666666663,0.41255546854607156,0.7179487179487181,0.1722669190724089,0.2584269662921348,0.6381166026298832,0.6483516483516484,0.748447204968944,0.6974358974358975
93,1,0.32291666666666663,0.41255546854607156,0.5,0.17132039753904402,0.28651685393258425,0.6381166026298832,0.4285714285714286,0.6614906832298136,0.676923076923077
94,1,0.14583333333333331,0.4124249543200209,0.5641025641025641,0.1699006152389967,0.24719101123595505,0.63809273799012,0.6703296703296704,0.7267080745341614,0.676923076923077
95,4,0.30208333333333326,0.41255546854607156,0.7307692307692308,0.17274017983909135,0.2696629213483146,0.6379256855117771,0.6483516483516484,0.7422360248447204,0.6923076923076923
96,1,0.10416666666666663,0.41255546854607156,0.5,0.17132039753904402,0.18539325842696627,0.6381404672696465,0.6593406593406594,0.7732919254658385,0.717948717948718
97,1,0.14583333333333331,0.41255546854607156,0.6153846153846154,0.17132039753904402,0.24719101123595505,0.6386893539842016,0.7252747252747254,0.7391304347826086,0.676923076923077
98,1,0.17708333333333331,0.41255546854607156,0.5384615384615385,0.17415996213913867,0.2528089887640449,0.6381166026298832,0.6153846153846154,0.7111801242236024,0.676923076923077
99,1,0.10416666666666663,0.41255546854607156,0.47435897435897434,0.17510648367250356,0.23033707865168537,0.6382597904684628,0.6373626373626374,0.7204968944099378,0.676923076923077
100,1,0.10416666666666663,0.41255546854607156,0.4871794871794872,0.17132039753904402,0.1348314606741573,0.6387132186239648,0.6483516483516484,0.826086956521739,0.7641025641025642
101,1,0.17708333333333331,0.4130775254502741,0.5128205128205128,0.17132039753904402,0.24719101123595505,0.6377824976731975,0.5934065934065935,0.7142857142857142,0.6820512820512821
102,1,0.14583333333333331,0.4126859827721222,0.5897435897435896,0.17132039753904402,0.24719101123595505,0.638737083263728,0.7032967032967035,0.732919254658385,0.676923076923077
103,1,0.125,0.41281649699817285,0.5769230769230769,0.17037387600567913,0.23595505617977525,0.6381166026298832,0.7032967032967035,0.7360248447204969,0.676923076923077
104,1,0.10416666666666663,0.41255546854607156,0.46153846153846156,0.17415996213913867,0.2247191011235955,0.638737083263728,0.6263736263736264,0.7267080745341614,0.6871794871794872
105,4,0.29166666666666663,0.41255546854607156,0.7179487179487181,0.17084713677236157,0.23595505617977525,0.63809273799012,0.6483516483516484,0.7701863354037266,0.717948717948718
106,1,0.10416666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.07303370786516852,0.6382597904684628,0.6483516483516484,0.8975155279503104,0.8256410256410257
107,1,0.23958333333333326,0.41229444009397026,0.9102564102564104,0.17132039753904402,0.2696629213483146,0.6381166026298832,0.8681318681318682,0.7857142857142856,0.676923076923077
108,1,0.14583333333333331,0.41255546854607156,0.4871794871794872,0.17132039753904402,0.24719101123595505,0.6388564064625444,0.6043956043956045,0.7080745341614907,0.676923076923077
109,4,0.29166666666666663,0.41255546854607156,0.6794871794871795,0.17132039753904402,0.24719101123595505,0.637639309834618,0.6043956043956045,0.7515527950310559,0.7128205128205128
110,1,0.16666666666666663,0.4129470112242235,0.46153846153846156,0.17132039753904402,0.24719101123595505,0.6380688733503567,0.5604395604395604,0.7018633540372671,0.6820512820512821
111,1,0.10416666666666663,0.41255546854607156,0.46153846153846156,0.17179365830572646,0.20224719101123595,0.6379734147913037,0.6263736263736264,0.748447204968944,0.7025641025641026
112,4,0.30208333333333326,0.41255546854607156,0.46153846153846156,0.17132039753904402,0.07865168539325841,0.6375199866358017,0.41758241758241765,0.8850931677018633,0.8666666666666667
113,1,0.15625,0.4121639258679196,0.641025641025641,0.17132039753904402,0.24719101123595505,0.6381166026298832,0.7142857142857144,0.7422360248447204,0.6820512820512821
114,1,0.22916666666666663,0.41255546854607156,0.7051282051282051,0.17368670137245623,0.2584269662921348,0.6378779562322506,0.7032967032967035,0.7422360248447204,0.6820512820512821
115,1,0.19791666666666663,0.41190289741581837,0.5897435897435896,0.17084713677236157,0.2584269662921348,0.6380688733503567,0.6373626373626374,0.717391304347826,0.676923076923077
116,1,0.20833333333333331,0.41281649699817285,0.5769230769230769,0.1732134406057738,0.2584269662921348,0.6381166026298832,0.6153846153846154,0.7142857142857142,0.676923076923077
117,1,0.14583333333333331,0.41281649699817285,0.47435897435897434,0.17132039753904402,0.24719101123595505,0.6383075197479894,0.5934065934065935,0.7049689440993788,0.676923076923077
118,1,0.1875,0.4126859827721222,0.5128205128205128,0.1722669190724089,0.2528089887640449,0.6381166026298832,0.5824175824175825,0.7049689440993788,0.676923076923077
119,1,0.1875,0.41255546854607156,0.5897435897435896,0.17179365830572646,0.2528089887640449,0.6381166026298832,0.6373626373626374,0.7236024844720497,0.6820512820512821
120,1,0.21875,0.4124249543200209,0.6282051282051282,0.17084713677236157,0.2584269662921348,0.6380211440708302,0.6483516483516484,0.7236024844720497,0.6820512820512821
121,1,0.19791666666666663,0.41255546854607156,0.6666666666666667,0.17415996213913867,0.2584269662921348,0.6381166026298832,0.6923076923076923,0.732919254658385,0.676923076923077
122,1,0.10416666666666663,0.41255546854607156,0.5128205128205128,0.16848083293894936,0.1797752808988764,0.6381166026298832,0.6703296703296704,0.7857142857142856,0.7230769230769232
123,1,0.22916666666666663,0.41255546854607156,0.5256410256410255,0.17132039753904402,0.2584269662921348,0.6381166026298832,0.5604395604395604,0.7018633540372671,0.6820512820512821
124,1,0.1875,0.4121639258679196,0.47435897435897434,0.1722669190724089,0.2528089887640449,0.6381166026298832,0.5494505494505495,0.6956521739130435,0.676923076923077
125,1,0.10416666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.2247191011235955,0.6383313843877526,0.6483516483516484,0.7298136645962732,0.6820512820512821
126,1,0.21875,0.4124249543200209,0.5,0.17132039753904402,0.2584269662921348,0.6381166026298832,0.5274725274725276,0.6925465838509316,0.6820512820512821
127,1,0.14583333333333331,0.41255546854607156,0.5897435897435896,0.17132039753904402,0.24719101123595505,0.6388086771830178,0.7032967032967035,0.732919254658385,0.676923076923077
128,1,0.23958333333333326,0.41190289741581837,0.5512820512820513,0.17132039753904402,0.2696629213483146,0.6381166026298832,0.5494505494505495,0.6956521739130435,0.6820512820512821
129,1,0.10416666666666663,0.4126859827721222,0.7564102564102564,0.17132039753904402,0.20786516853932582,0.6381166026298832,0.8791208791208791,0.8136645962732918,0.6974358974358975
130,1,0.19791666666666663,0.4124249543200209,0.858974358974359,0.17132039753904402,0.2584269662921348,0.6381166026298832,0.8681318681318682,0.7795031055900621,0.676923076923077
131,1,0.11458333333333331,0.41255546854607156,0.6666666666666667,0.17132039753904402,0.1741573033707865,0.638188196549173,0.7912087912087913,0.8322981366459626,0.7333333333333334
132,1,0.27083333333333326,0.41255546854607156,0.5512820512820513,0.17132039753904402,0.2752808988764045,0.6374006634369853,0.5274725274725276,0.6925465838509316,0.6820512820512821
133,1,0.20833333333333331,0.4126859827721222,0.4871794871794872,0.16848083293894936,0.2584269662921348,0.6381166026298832,0.5384615384615385,0.6925465838509316,0.676923076923077
134,1,0.17708333333333331,0.4130775254502741,0.5897435897435896,0.1732134406057738,0.2528089887640449,0.6384268429468056,0.6703296703296704,0.7236024844720497,0.676923076923077
135,1,0.10416666666666663,0.41255546854607156,0.5512820512820513,0.17368670137245623,0.12359550561797751,0.6381166026298832,0.7032967032967035,0.8571428571428571,0.7794871794871795
136,1,0.10416666666666663,0.41320803967632475,0.5,0.17132039753904402,0.1797752808988764,0.6381166026298832,0.6593406593406594,0.7826086956521738,0.7282051282051283
137,4,0.29166666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.20224719101123595,0.6381643319094098,0.4285714285714286,0.7515527950310559,0.7538461538461538
138,4,0.29166666666666663,0.41255546854607156,0.7051282051282051,0.17132039753904402,0.23595505617977525,0.6381166026298832,0.6373626373626374,0.7701863354037266,0.717948717948718
139,1,0.14583333333333331,0.4124249543200209,0.5512820512820513,0.1732134406057738,0.23595505617977525,0.6380450087105934,0.6593406593406594,0.7298136645962732,0.6820512820512821
140,4,0.30208333333333326,0.41281649699817285,0.7051282051282051,0.17132039753904402,0.2247191011235955,0.6381166026298832,0.6373626373626374,0.7857142857142856,0.7333333333333334
141,1,0.19791666666666663,0.41281649699817285,0.641025641025641,0.17132039753904402,0.2584269662921348,0.6383075197479894,0.6813186813186813,0.7267080745341614,0.676923076923077
142,1,0.21875,0.41229444009397026,0.8974358974358974,0.17132039753904402,0.2584269662921348,0.6380450087105934,0.8791208791208791,0.7919254658385093,0.6820512820512821
143,5,0.5625,0.41255546854607156,0.5641025641025641,0.17132039753904402,0.08988764044943819,0.6380688733503567,0.2417582417582418,0.9037267080745341,0.9230769230769231
144,1,0.28125,0.4124249543200209,0.6025641025641026,0.17132039753904402,0.28089887640449435,0.6381166026298832,0.5604395604395604,0.6956521739130435,0.676923076923077
145,1,0.1875,0.41255546854607156,0.5256410256410255,0.17132039753904402,0.2528089887640449,0.638450707586569,0.5934065934065935,0.7080745341614907,0.6820512820512821
146,1,0.10416666666666663,0.41255546854607156,0.5641025641025641,0.17132039753904402,0.20224719101123595,0.6381166026298832,0.7142857142857144,0.7732919254658385,0.7025641025641026
147,1,0.30208333333333326,0.41255546854607156,0.5512820512820513,0.17132039753904402,0.28089887640449435,0.6378540915924873,0.4945054945054945,0.6832298136645962,0.6820512820512821
148,1,0.10416666666666663,0.41255546854607156,0.5384615384615385,0.17132039753904402,0.1741573033707865,0.6383791136672792,0.6923076923076923,0.7981366459627328,0.7333333333333334
149,5,0.5520833333333333,0.412033411641869,0.5641025641025641,0.17132039753904402,0.011235955056179761,0.6381166026298832,0.2527472527472528,0.9906832298136645,0.9948717948717949
150,1,0.22916666666666663,0.4124249543200209,0.5256410256410255,0.17132039753904402,0.2696629213483146,0.6381166026298832,0.5494505494505495,0.6925465838509316,0.676923076923077
151,1,0.27083333333333326,0.41255546854607156,0.6025641025641026,0.17132039753904402,0.28089887640449435,0.6387609479034914,0.5714285714285714,0.6956521739130435,0.676923076923077
152,1,0.10416666666666663,0.41255546854607156,0.4871794871794872,0.17132039753904402,0.1292134831460674,0.6383075197479894,0.6483516483516484,0.8354037267080745,0.7692307692307693
153,4,0.30208333333333326,0.41255546854607156,0.6666666666666667,0.17132039753904402,0.2752808988764045,0.6381643319094098,0.5934065934065935,0.717391304347826,0.6871794871794872
154,1,0.10416666666666663,0.41255546854607156,0.47435897435897434,0.17132039753904402,0.2247191011235955,0.6374006634369853,0.6373626373626374,0.7267080745341614,0.6820512820512821
155,4,0.29166666666666663,0.4124249543200209,0.5,0.1699006152389967,0.19662921348314605,0.6379495501515404,0.4505494505494506,0.7639751552795031,0.758974358974359
156,1,0.19791666666666663,0.41255546854607156,0.5256410256410255,0.17179365830572646,0.2584269662921348,0.6381166026298832,0.5824175824175825,0.7018633540372671,0.676923076923077
157,4,0.29166666666666663,0.41255546854607156,0.47435897435897434,0.1732134406057738,0.1292134831460674,0.6381166026298832,0.4395604395604396,0.8322981366459626,0.8205128205128205
158,1,0.30208333333333326,0.41255546854607156,0.8717948717948718,0.17274017983909135,0.28089887640449435,0.6379972794310669,0.7692307692307694,0.7577639751552794,0.6820512820512821
159,4,0.30208333333333326,0.41255546854607156,0.5256410256410255,0.17132039753904402,0.07865168539325841,0.6383791136672792,0.47252747252747257,0.9006211180124223,0.8666666666666667
160,1,0.23958333333333326,0.41255546854607156,0.6025641025641026,0.17037387600567913,0.2696629213483146,0.6381166026298832,0.6043956043956045,0.7111801242236024,0.676923076923077
161,1,0.14583333333333331,0.41255546854607156,0.46153846153846156,0.1699006152389967,0.23595505617977525,0.6381166026298832,0.5824175824175825,0.7080745341614907,0.6820512820512821
162,1,0.10416666666666663,0.41255546854607156,0.5,0.17132039753904402,0.2134831460674157,0.6379495501515404,0.6703296703296704,0.7422360248447204,0.6923076923076923
163,1,0.10416666666666663,0.41255546854607156,0.5,0.1722669190724089,0.16292134831460672,0.6381166026298832,0.6593406593406594,0.7981366459627328,0.7384615384615385
164,5,0.5625,0.41255546854607156,0.5641025641025641,0.17132039753904402,0.07303370786516852,0.6384984368660954,0.2417582417582418,0.9192546583850931,0.9384615384615385
165,1,0.30208333333333326,0.412033411641869,0.5,0.17132039753904402,0.28651685393258425,0.6381166026298832,0.4395604395604396,0.6614906832298136,0.676923076923077
166,1,0.17708333333333331,0.41255546854607156,0.46153846153846156,0.17037387600567913,0.2528089887640449,0.6381643319094098,0.5494505494505495,0.6925465838509316,0.676923076923077
