,mcg,gvh,alm,mit,erl,pox,vac,nuc,CYT,ERL,EXC,ME1,ME2,ME3,MIT,NUC,POX,VAC
22,0.6966292134831461,0.5747126436781609,0.26582278481012656,0.3,0.0,0.0,0.6712328767123287,0.22,1,0,0,0,0,0,0,0,0,0
23,0.3595505617977528,0.4597701149425288,0.3924050632911392,0.13,0.0,0.0,0.7534246575342466,0.22,1,0,0,0,0,0,0,0,0,0
24,0.39325842696629215,0.4597701149425288,0.3924050632911392,0.15,0.0,0.0,0.7945205479452054,0.22,1,0,0,0,0,0,0,0,0,0
25,0.44943820224719105,0.43678160919540227,0.3924050632911392,0.51,0.0,0.0,0.7397260273972602,0.22,0,0,0,0,0,0,1,0,0,0
26,0.5393258426966293,0.36781609195402304,0.40506329113924044,0.19,0.0,0.0,0.8082191780821917,0.27,1,0,0,0,0,0,0,0,0,0
27,0.5168539325842697,0.39080459770114934,0.49367088607594933,0.18,0.0,0.0,0.6986301369863014,0.22,1,0,0,0,0,0,0,0,0,0
28,0.5842696629213484,0.6206896551724137,0.45569620253164544,0.24,0.0,0.0,0.6712328767123287,0.22,0,0,0,0,0,0,1,0,0,0
29,0.7752808988764046,0.8620689655172413,0.18987341772151894,0.39,0.0,0.0,0.767123287671233,0.33,0,0,0,1,0,0,0,0,0,0
30,0.47191011235955066,0.471264367816092,0.2784810126582278,0.1,0.0,0.0,0.7808219178082191,0.32,0,0,0,0,0,0,0,1,0,0
31,0.44943820224719105,0.43678160919540227,0.2784810126582278,0.87,0.0,0.0,0.7123287671232876,0.22,0,0,0,0,0,0,1,0,0,0
32,0.30337078651685395,0.5517241379310345,0.5063291139240506,0.12,0.0,0.0,0.726027397260274,0.47,1,0,0,0,0,0,0,0,0,0
33,0.24719101123595505,0.4827586206896552,0.3797468354430379,0.43,0.0,0.0,0.6986301369863014,0.22,0,0,0,0,0,0,0,1,0,0
34,0.7528089887640451,0.7011494252873562,0.26582278481012656,0.26,0.0,0.0,0.5890410958904109,0.22,0,0,0,1,0,0,0,0,0,0
35,0.7078651685393259,0.6206896551724137,0.3291139240506329,0.34,0.0,0.0,0.5753424657534246,0.22,0,0,1,0,0,0,0,0,0,0
36,0.6853932584269663,0.5517241379310345,0.30379746835443033,0.3,0.0,0.0,0.7397260273972602,0.25,0,0,0,0,0,0,1,0,0,0
37,0.3258426966292135,0.36781609195402304,0.45569620253164544,0.18,0.0,0.0,0.767123287671233,0.26,1,0,0,0,0,0,0,0,0,0
38,0.5393258426966293,0.4597701149425288,0.2784810126582278,0.44,0.0,0.0,0.684931506849315,0.22,0,0,0,0,0,0,1,0,0,0
39,0.5168539325842697,0.4597701149425288,0.40506329113924044,0.34,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,1,0,0,0
40,0.8426966292134832,0.632183908045977,0.22784810126582278,0.24,0.0,0.0,0.7397260273972602,0.22,0,0,0,0,1,0,0,0,0,0
41,0.8426966292134832,0.7011494252873562,0.3797468354430379,0.4,0.0,0.0,0.7534246575342466,0.22,0,0,0,0,1,0,0,0,0,0
42,0.7640449438202248,0.5057471264367814,0.2531645569620252,0.28,0.0,0.0,0.8082191780821917,0.22,0,0,0,0,1,0,0,0,0,0
43,0.33707865168539325,0.471264367816092,0.22784810126582278,0.2,0.0,0.0,0.6986301369863014,0.22,0,0,0,0,0,1,0,0,0,0
44,0.29213483146067415,0.264367816091954,0.44303797468354433,0.18,0.0,0.0,0.6575342465753424,0.26,0,0,0,0,0,0,0,0,0,1
45,0.47191011235955066,0.2068965517241379,0.4683544303797468,0.39,0.0,0.0,0.6438356164383561,0.37,0,0,0,0,0,0,0,1,0,0
46,0.7078651685393259,0.7126436781609196,0.4683544303797468,0.47,0.0,0.0,0.547945205479452,0.35,0,0,0,0,1,0,0,0,0,0
47,0.42696629213483145,0.2988505747126437,0.3924050632911392,0.29,0.0,0.0,0.6575342465753424,0.22,0,0,1,0,0,0,0,0,0,0
48,0.7078651685393259,0.5057471264367814,0.3797468354430379,0.28,0.0,0.0,0.7945205479452054,0.22,0,0,0,0,0,0,0,0,0,1
49,0.34831460674157305,0.12643678160919541,0.16455696202531644,0.16,0.0,0.0,0.684931506849315,0.22,0,0,0,0,0,1,0,0,0,0
50,0.41573033707865165,0.2988505747126437,0.3797468354430379,0.21,0.0,0.0,0.7123287671232876,0.28,1,0,0,0,0,0,0,0,0,0
51,0.33707865168539325,0.4597701149425288,0.30379746835443033,0.14,0.0,0.0,0.7123287671232876,0.66,0,0,0,0,0,1,0,0,0,0
52,0.38202247191011235,0.37931034482758624,0.430379746835443,0.43,0.0,0.0,0.7534246575342466,0.38,0,0,0,0,0,0,0,1,0,0
53,0.50561797752809,0.40229885057471265,0.4683544303797468,0.27,0.0,0.0,0.6986301369863014,0.22,1,0,0,0,0,0,0,0,0,0
54,0.5955056179775282,0.5287356321839081,0.44303797468354433,0.23,0.0,0.0,0.6301369863013698,0.22,1,0,0,0,0,0,0,0,0,0
55,0.5955056179775282,0.4942528735632184,0.44303797468354433,0.22,0.0,0.0,0.6164383561643836,0.22,1,0,0,0,0,0,0,0,0,0
56,0.6179775280898877,0.5632183908045976,0.35443037974683544,0.1,0.0,0.0,0.6712328767123287,0.22,1,0,0,0,0,0,0,0,0,0
57,0.47191011235955066,0.3563218390804597,0.3797468354430379,0.33,0.0,0.0,0.7534246575342466,0.22,1,0,0,0,0,0,0,0,0,0
58,0.30337078651685395,0.41379310344827586,0.40506329113924044,0.19,0.0,0.0,0.684931506849315,0.22,1,0,0,0,0,0,0,0,0,0
59,0.38202247191011235,0.5172413793103448,0.3417721518987341,0.67,0.0,0.0,0.7123287671232876,0.22,0,0,0,0,0,0,1,0,0,0
60,0.3595505617977528,0.2528735632183908,0.3924050632911392,0.52,0.0,0.0,0.7397260273972602,0.22,0,0,0,0,0,0,1,0,0,0
61,0.29213483146067415,0.21839080459770116,0.3291139240506329,0.18,0.0,0.0,0.6164383561643836,0.25,0,0,0,0,0,0,0,1,0,0
62,0.41573033707865165,0.3448275862068965,0.3797468354430379,0.32,0.0,0.0,0.7123287671232876,0.43,0,0,0,0,0,0,0,1,0,0
63,0.33707865168539325,0.37931034482758624,0.481012658227848,0.19,0.0,0.0,0.7945205479452054,0.27,0,0,0,0,0,0,0,1,0,0
64,0.48314606741573035,0.40229885057471265,0.2911392405063291,0.08,0.0,0.0,0.7123287671232876,0.27,1,0,0,0,0,0,0,0,0,0
65,0.550561797752809,0.39080459770114934,0.30379746835443033,0.22,0.0,0.0,0.6986301369863014,0.29,1,0,0,0,0,0,0,0,0,0
66,0.25842696629213485,0.37931034482758624,0.45569620253164544,0.09,0.0,0.0,0.7534246575342466,0.22,1,0,0,0,0,0,0,0,0,0
67,0.41573033707865165,0.471264367816092,0.430379746835443,0.12,0.0,0.0,0.6986301369863014,0.22,1,0,0,0,0,0,0,0,0,0
68,0.40449438202247184,0.2988505747126437,0.481012658227848,0.15,0.0,0.0,0.7808219178082191,0.22,1,0,0,0,0,0,0,0,0,0
69,0.7865168539325844,0.8275862068965516,0.3291139240506329,0.37,0.0,0.0,0.767123287671233,0.22,0,0,1,0,0,0,0,0,0,0
70,0.41573033707865165,0.3333333333333333,0.3924050632911392,0.24,0.0,0.0,0.767123287671233,0.22,1,0,0,0,0,0,0,0,0,0
71,0.5280898876404495,0.43678160919540227,0.35443037974683544,0.27,0.0,0.0,0.7808219178082191,0.29,1,0,0,0,0,0,0,0,0,0
72,0.550561797752809,0.42528735632183906,0.2911392405063291,0.61,0.0,0.0,0.6438356164383561,0.22,0,0,0,0,0,0,1,0,0,0
73,0.38202247191011235,0.4827586206896552,0.4177215189873418,0.66,0.0,0.0,0.6438356164383561,0.22,0,0,0,0,0,0,1,0,0,0
74,0.39325842696629215,0.41379310344827586,0.4683544303797468,0.23,0.0,0.0,0.6027397260273972,0.22,0,0,0,0,0,0,1,0,0,0
75,0.42696629213483145,0.3333333333333333,0.44303797468354433,0.55,0.0,0.0,0.5753424657534246,0.25,0,0,0,0,0,0,1,0,0,0
76,0.5842696629213484,0.4597701149425288,0.4177215189873418,0.4,0.0,0.0,0.684931506849315,0.22,0,0,0,0,0,0,1,0,0,0
77,0.43820224719101125,0.471264367816092,0.40506329113924044,0.54,0.0,0.0,0.6986301369863014,0.27,0,0,0,0,0,0,1,0,0,0
78,0.5842696629213484,0.5057471264367814,0.481012658227848,0.4,0.0,0.0,0.5205479452054794,0.22,0,0,0,0,0,0,1,0,0,0
79,0.3595505617977528,0.5057471264367814,0.3797468354430379,0.49,0.0,0.0,0.6575342465753424,0.22,0,0,0,0,0,0,1,0,0,0
80,0.41573033707865165,0.36781609195402304,0.430379746835443,0.5,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,1,0,0,0
81,0.43820224719101125,0.5172413793103448,0.31645569620253167,0.46,0.0,0.0,0.6301369863013698,0.22,0,0,0,0,0,0,1,0,0,0
82,0.44943820224719105,0.471264367816092,0.49367088607594933,0.57,0.0,0.0,0.7945205479452054,0.22,0,0,0,0,0,0,1,0,0,0
83,0.48314606741573035,0.44827586206896547,0.5316455696202531,0.37,0.0,0.0,0.6301369863013698,0.22,0,0,0,0,0,0,1,0,0,0
84,0.6292134831460675,0.5632183908045976,0.240506329113924,0.43,0.0,1.0,0.684931506849315,0.22,0,0,0,0,0,0,1,0,0,0
85,0.1910112359550562,0.5172413793103448,0.0,0.13,0.0,0.0,0.6986301369863014,0.22,0,0,0,0,0,1,0,0,0,0
86,0.31460674157303375,0.3563218390804597,0.17721518987341767,0.16,0.0,0.0,0.7534246575342466,0.22,0,0,0,0,0,1,0,0,0,0
87,0.7752808988764046,0.5747126436781609,0.30379746835443033,0.29,0.0,0.0,0.6986301369863014,0.22,0,0,1,0,0,0,0,0,0,0
88,0.43820224719101125,0.44827586206896547,0.481012658227848,0.3,0.0,0.0,0.6986301369863014,0.35,0,0,0,0,0,0,0,1,0,0
89,0.34831460674157305,0.39080459770114934,0.3924050632911392,0.41,0.0,0.0,0.726027397260274,0.32,1,0,0,0,0,0,0,0,0,0
90,0.28089887640449435,0.37931034482758624,0.5189873417721519,0.46,0.0,0.0,0.6986301369863014,0.33,1,0,0,0,0,0,0,0,0,0
91,0.39325842696629215,0.28735632183908044,0.3291139240506329,0.22,0.0,0.0,0.7123287671232876,0.27,0,0,0,0,0,0,1,0,0,0
92,0.3258426966292135,0.36781609195402304,0.44303797468354433,0.2,0.0,0.0,0.6164383561643836,0.22,1,0,0,0,0,0,0,0,0,0
93,0.24719101123595505,0.3448275862068965,0.5443037974683543,0.16,0.0,0.0,0.7123287671232876,0.52,0,0,0,0,0,0,0,1,0,0
94,0.42696629213483145,0.5517241379310345,0.35443037974683544,0.25,0.0,0.0,0.684931506849315,0.28,1,0,0,0,0,0,0,0,0,0
95,0.30337078651685395,0.42528735632183906,0.20253164556962022,0.26,0.0,0.0,0.5890410958904109,0.22,0,0,0,0,0,1,0,0,0,0
96,0.651685393258427,0.6551724137931034,0.3924050632911392,0.36,0.0,0.0,0.6301369863013698,0.22,0,0,1,0,0,0,0,0,0,0
97,0.5617977528089888,0.6781609195402298,0.22784810126582278,0.33,0.0,0.0,0.7945205479452054,0.22,0,0,0,0,0,0,1,0,0,0
98,0.7528089887640451,0.7126436781609196,0.240506329113924,0.28,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,1,0,0,0
99,0.5955056179775282,0.5057471264367814,0.45569620253164544,0.27,0.0,0.0,0.5068493150684931,0.22,1,0,0,0,0,0,0,0,0,0
100,0.28089887640449435,0.5172413793103448,0.17721518987341767,0.24,0.0,0.0,0.6027397260273972,0.22,0,0,0,0,0,1,0,0,0,0
101,0.28089887640449435,0.3448275862068965,0.22784810126582278,0.12,0.0,0.0,0.6712328767123287,0.22,0,0,0,0,0,1,0,0,0,0
102,0.40449438202247184,0.44827586206896547,0.36708860759493667,0.4,0.0,0.0,0.5616438356164383,0.22,1,0,0,0,0,0,0,0,0,0
103,0.41573033707865165,0.11494252873563221,0.45569620253164544,0.27,0.0,0.0,0.6575342465753424,0.47,0,0,0,0,0,0,0,1,0,0
104,0.40449438202247184,0.2988505747126437,0.430379746835443,0.24,0.0,0.0,0.6438356164383561,0.22,1,0,0,0,0,0,0,0,0,0
105,0.3707865168539326,0.5287356321839081,0.18987341772151894,0.16,0.0,0.0,0.7123287671232876,0.22,0,0,0,0,0,1,0,0,0,0
106,0.34831460674157305,0.2528735632183908,0.4177215189873418,0.18,0.0,0.0,0.767123287671233,0.22,1,0,0,0,0,0,0,0,0,0
107,0.2134831460674157,0.4942528735632184,0.430379746835443,0.18,0.0,0.0,0.684931506849315,0.22,1,0,0,0,0,0,0,0,0,0
108,0.606741573033708,0.5977011494252873,0.3924050632911392,0.16,0.0,0.0,0.821917808219178,0.22,1,0,0,0,0,0,0,0,0,0
109,0.1797752808988764,0.5402298850574712,0.3417721518987341,0.23,0.0,0.0,0.7534246575342466,0.22,1,0,0,0,0,0,0,0,0,0
110,0.38202247191011235,0.32183908045977005,0.36708860759493667,0.46,0.0,0.6024096385542169,0.684931506849315,0.27,0,0,0,0,0,0,0,0,1,0
111,0.3707865168539326,0.44827586206896547,0.2531645569620252,0.23,0.0,0.0,0.6986301369863014,0.22,0,0,0,0,0,0,0,1,0,0
112,0.2134831460674157,0.21839080459770116,0.45569620253164544,0.19,0.0,0.0,0.6575342465753424,0.55,0,0,0,0,0,0,0,1,0,0
113,0.3258426966292135,0.3563218390804597,0.35443037974683544,0.47,0.0,0.0,0.6712328767123287,0.27,0,0,0,0,0,0,0,1,0,0
114,0.38202247191011235,0.43678160919540227,0.36708860759493667,0.16,0.0,0.0,0.7123287671232876,1.0,0,0,0,0,0,0,0,1,0,0
115,0.38202247191011235,0.36781609195402304,0.36708860759493667,0.6,0.0,0.0,0.6712328767123287,0.22,0,0,0,0,0,0,1,0,0,0
116,0.5393258426966293,0.6206896551724137,0.44303797468354433,0.41,0.0,0.0,0.6438356164383561,0.22,0,0,0,0,0,0,1,0,0,0
117,0.40449438202247184,0.39080459770114934,0.45569620253164544,0.48,0.0,0.0,0.6575342465753424,0.22,0,0,0,0,0,0,1,0,0,0
118,0.2696629213483146,0.44827586206896547,0.3417721518987341,0.22,0.0,0.0,0.3561643835616438,0.22,0,0,0,0,0,0,1,0,0,0
119,0.40449438202247184,0.32183908045977005,0.5696202531645569,0.26,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,1,0,0,0
120,0.5955056179775282,0.5632183908045976,0.10126582278481011,0.28,0.0,0.0,0.6986301369863014,0.22,0,0,0,0,0,0,1,0,0,0
121,0.49438202247191015,0.4597701149425288,0.430379746835443,0.46,0.0,0.0,0.7123287671232876,0.22,0,0,0,0,0,0,1,0,0,0
122,0.6292134831460675,0.5632183908045976,0.4177215189873418,0.43,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,1,0,0,0
123,0.5393258426966293,0.5402298850574712,0.35443037974683544,0.43,0.0,0.0,0.726027397260274,0.31,0,0,0,0,0,0,1,0,0,0
124,0.48314606741573035,0.4827586206896552,0.16455696202531644,0.31,0.0,0.0,0.7397260273972602,0.22,0,0,0,0,0,1,0,0,0,0
125,0.5280898876404495,0.5632183908045976,0.4177215189873418,0.17,0.0,0.0,0.6575342465753424,0.22,0,0,0,0,0,0,1,0,0,0
126,0.3258426966292135,0.28735632183908044,0.40506329113924044,0.16,0.0,0.0,0.7123287671232876,0.27,0,0,0,0,0,0,0,1,0,0
127,0.39325842696629215,0.6666666666666665,0.3417721518987341,0.53,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,1,0,0,0
128,0.47191011235955066,0.43678160919540227,0.430379746835443,0.05,0.0,0.0,0.6164383561643836,0.25,0,0,0,0,0,0,0,1,0,0
129,0.33707865168539325,0.3103448275862069,0.481012658227848,0.47,0.0,0.0,0.6575342465753424,0.43,1,0,0,0,0,0,0,0,0,0
130,0.43820224719101125,0.5862068965517242,0.45569620253164544,0.15,0.0,0.0,0.6438356164383561,0.22,1,0,0,0,0,0,0,0,0,0
131,0.3258426966292135,0.5632183908045976,0.3924050632911392,0.31,0.0,0.0,0.6712328767123287,0.31,1,0,0,0,0,0,0,0,0,0
132,0.550561797752809,0.42528735632183906,0.45569620253164544,0.25,0.0,0.0,0.5616438356164383,0.26,1,0,0,0,0,0,0,0,0,0
133,0.5730337078651686,0.43678160919540227,0.3924050632911392,0.42,0.0,0.0,0.7397260273972602,0.27,0,0,0,0,0,0,0,1,0,0
134,0.2696629213483146,0.5172413793103448,0.4177215189873418,0.16,0.0,0.0,0.6986301369863014,0.22,0,0,0,0,0,0,0,1,0,0
135,0.25842696629213485,0.471264367816092,0.36708860759493667,0.21,0.0,0.0,0.7397260273972602,0.31,1,0,0,0,0,0,0,0,0,0
136,0.31460674157303375,0.5172413793103448,0.36708860759493667,0.26,0.0,0.0,0.7397260273972602,0.59,0,0,0,0,0,1,0,0,0,0
137,0.41573033707865165,0.471264367816092,0.36708860759493667,0.17,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,0,1,0,0
138,0.20224719101123595,0.21839080459770116,0.4683544303797468,0.15,0.0,0.0,0.684931506849315,0.3,1,0,0,0,0,0,0,0,0,0
139,0.40449438202247184,0.21839080459770116,0.5443037974683543,0.3,0.0,0.0,0.863013698630137,0.22,0,0,0,0,0,0,0,1,0,0
140,0.31460674157303375,0.39080459770114934,0.44303797468354433,0.16,0.0,0.0,0.6438356164383561,0.22,1,0,0,0,0,0,0,0,0,0
141,0.5280898876404495,0.40229885057471265,0.3797468354430379,0.47,0.0,0.0,0.7534246575342466,0.22,0,0,0,0,0,0,0,1,0,0
142,0.5955056179775282,0.5402298850574712,0.45569620253164544,0.19,0.0,0.0,0.5890410958904109,0.22,0,0,0,0,0,0,0,1,0,0
143,0.29213483146067415,0.37931034482758624,0.240506329113924,0.27,0.0,0.0,0.6164383561643836,0.22,0,0,0,0,0,0,0,1,0,0
144,0.3595505617977528,0.5057471264367814,0.40506329113924044,0.16,0.0,0.0,0.7397260273972602,0.22,1,0,0,0,0,0,0,0,0,0
145,0.1910112359550562,0.27586206896551724,0.5063291139240506,0.09,0.0,0.0,0.7123287671232876,0.55,0,0,0,0,0,0,0,1,0,0
146,0.5393258426966293,0.40229885057471265,0.36708860759493667,0.14,0.0,0.0,0.6164383561643836,0.25,1,0,0,0,0,0,0,0,0,0
147,0.31460674157303375,0.4827586206896552,0.3417721518987341,0.31,0.0,0.0,0.7397260273972602,0.29,1,0,0,0,0,0,0,0,0,0
148,0.16853932584269665,0.264367816091954,0.3291139240506329,0.34,0.0,0.0,0.726027397260274,0.72,0,0,0,0,0,0,0,1,0,0
149,0.44943820224719105,0.24137931034482762,0.36708860759493667,0.19,0.0,0.0,0.684931506849315,0.22,0,0,0,0,0,0,0,1,0,0
150,0.5280898876404495,0.42528735632183906,0.36708860759493667,0.12,0.0,0.0,0.6575342465753424,0.25,0,0,0,0,0,0,0,1,0,0
151,0.3707865168539326,0.2988505747126437,0.40506329113924044,0.14,0.0,0.0,0.7397260273972602,0.44,1,0,0,0,0,0,0,0,0,0
152,0.33707865168539325,0.2988505747126437,0.2911392405063291,0.34,0.0,0.0,0.6575342465753424,0.4,0,0,0,0,0,0,0,1,0,0
153,0.38202247191011235,0.3448275862068965,0.3797468354430379,0.24,0.0,0.0,0.7397260273972602,0.33,1,0,0,0,0,0,0,0,0,0
154,0.28089887640449435,0.632183908045977,0.31645569620253167,0.16,0.0,0.0,0.726027397260274,0.28,0,0,0,0,0,0,0,1,0,0
155,0.34831460674157305,0.2068965517241379,0.36708860759493667,0.15,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,0,1,0,0
156,0.34831460674157305,0.3448275862068965,0.44303797468354433,0.1,0.0,0.0,0.6712328767123287,0.22,1,0,0,0,0,0,0,0,0,0
157,0.6292134831460675,0.6666666666666665,0.3924050632911392,0.65,0.0,0.0,0.726027397260274,0.36,0,0,0,0,0,0,0,1,0,0
158,0.42696629213483145,0.39080459770114934,0.40506329113924044,0.16,0.0,0.0,0.6575342465753424,0.27,0,0,0,0,0,0,0,1,0,0
159,0.6741573033707866,0.5287356321839081,0.3417721518987341,0.43,0.0,0.0,0.8082191780821917,0.22,0,0,0,0,0,0,1,0,0,0
160,0.3258426966292135,0.3333333333333333,0.6329113924050632,0.21,0.0,0.0,0.7397260273972602,0.32,1,0,0,0,0,0,0,0,0,0
161,0.3258426966292135,0.3333333333333333,0.6329113924050632,0.21,0.0,0.0,0.7397260273972602,0.32,1,0,0,0,0,0,0,0,0,0
162,0.48314606741573035,0.41379310344827586,0.35443037974683544,0.2,0.0,0.0,0.7123287671232876,0.22,1,0,0,0,0,0,0,0,0,0
163,0.34831460674157305,0.43678160919540227,0.36708860759493667,0.12,0.0,0.0,0.7123287671232876,0.46,0,0,0,0,0,0,0,1,0,0
164,0.5168539325842697,0.43678160919540227,0.40506329113924044,0.18,0.0,0.0,0.767123287671233,0.25,0,0,0,0,0,0,0,1,0,0
165,0.2696629213483146,0.36781609195402304,0.2784810126582278,0.11,0.0,0.0,0.767123287671233,0.22,0,0,0,0,0,1,0,0,0,0
166,0.34831460674157305,0.3333333333333333,0.26582278481012656,0.2,0.0,0.0,0.6712328767123287,0.22,0,0,0,0,0,1,0,0,0,0
167,0.16853932584269665,0.42528735632183906,0.15189873417721517,0.28,0.0,0.0,0.6986301369863014,0.22,0,0,0,0,0,1,0,0,0,0
168,0.31460674157303375,0.3333333333333333,0.2151898734177215,0.4,0.0,0.0,0.6712328767123287,0.47,0,0,0,0,0,1,0,0,0,0
169,0.16853932584269665,0.3563218390804597,0.11392405063291139,0.11,0.0,0.0,0.6986301369863014,0.47,0,0,0,0,0,1,0,0,0,0
170,0.2247191011235955,0.3563218390804597,0.40506329113924044,0.23,0.0,0.0,0.6986301369863014,0.32,0,0,0,0,0,0,0,1,0,0
171,0.41573033707865165,0.5517241379310345,0.2911392405063291,0.2,0.0,0.0,0.6438356164383561,0.22,1,0,0,0,0,0,0,0,0,0
172,0.6179775280898877,0.36781609195402304,0.36708860759493667,0.23,0.0,0.0,0.6712328767123287,0.22,1,0,0,0,0,0,0,0,0,0
173,0.11235955056179776,0.32183908045977005,0.430379746835443,0.11,0.0,0.0,0.684931506849315,0.27,1,0,0,0,0,0,0,0,0,0
174,0.30337078651685395,0.632183908045977,0.2911392405063291,0.45,0.0,0.0,0.726027397260274,0.22,0,0,0,0,0,0,1,0,0,0
175,0.3707865168539326,0.28735632183908044,0.3417721518987341,0.32,0.0,1.0,0.726027397260274,0.22,0,0,0,0,0,0,0,0,1,0
176,0.2247191011235955,0.2068965517241379,0.44303797468354433,0.33,0.0,0.0,0.7123287671232876,0.33,0,0,0,0,0,0,0,1,0,0
177,0.42696629213483145,0.2068965517241379,0.35443037974683544,0.35,0.0,0.0,0.6986301369863014,0.29,0,0,0,0,0,0,0,1,0,0
178,0.30337078651685395,0.27586206896551724,0.44303797468354433,0.21,0.0,0.0,0.6712328767123287,0.22,0,0,0,0,0,0,0,1,0,0
179,0.31460674157303375,0.3103448275862069,0.40506329113924044,0.67,0.0,0.0,0.6438356164383561,0.22,1,0,0,0,0,0,0,0,0,0
180,0.14606741573033705,0.24137931034482762,0.6075949367088607,0.18,0.0,0.0,0.7123287671232876,0.22,1,0,0,0,0,0,0,0,0,0
181,0.42696629213483145,0.3448275862068965,0.3797468354430379,0.13,0.0,0.0,0.6438356164383561,0.22,1,0,0,0,0,0,0,0,0,0
182,0.48314606741573035,0.28735632183908044,0.3924050632911392,0.18,0.0,0.0,0.6575342465753424,0.22,1,0,0,0,0,0,0,0,0,0
183,0.3595505617977528,0.5057471264367814,0.40506329113924044,0.53,0.0,0.0,0.726027397260274,0.25,1,0,0,0,0,0,0,0,0,0
184,0.41573033707865165,0.5862068965517242,0.5063291139240506,0.23,0.0,0.0,0.821917808219178,0.22,1,0,0,0,0,0,0,0,0,0
185,0.2247191011235955,0.4827586206896552,0.3924050632911392,0.17,0.0,0.0,0.7123287671232876,0.22,1,0,0,0,0,0,0,0,0,0
186,0.2359550561797753,0.5057471264367814,0.36708860759493667,0.15,0.0,0.0,0.726027397260274,0.22,1,0,0,0,0,0,0,0,0,0
187,0.2359550561797753,0.3333333333333333,0.3924050632911392,0.24,0.0,0.0,0.821917808219178,0.22,1,0,0,0,0,0,0,0,0,0
